Date;0.0.2.1.1.1.12.0.0.0.0.0.0.0.0.0.72.0;0.0.2.1.19.1.12.0.0.0.0.0.0.0.0.0.72.0
051-13:45;3884515;533253
051-14:00;3884600;533338
051-14:15;3884644;533382
051-14:30;3884803;533541
051-14:45;3884974;533712
051-15:00;3885043;533781
051-15:15;3885113;533851
051-15:30;3885210;533948
051-15:45;3885284;534022
051-16:00;3885371;534109
051-16:15;3885462;534200
051-16:30;3885548;534286
051-16:45;3885614;534352
051-17:00;3885675;534413
051-17:15;3885870;534608
051-17:30;3885966;534704
051-17:45;3886074;534812
051-18:00;3886153;534891
051-18:15;3886216;534954
051-18:30;3886275;535013
051-18:45;3886332;535070
051-19:00;3886391;535129
051-19:15;3886467;535205
051-19:30;3886546;535284
051-19:45;3886611;535349
051-20:00;3886665;535403
051-20:15;3886718;535456
051-20:30;3886772;535510
051-20:45;3886900;535638
051-21:00;3887010;535748
051-21:15;3887093;535831
051-21:30;3887164;535902
051-21:45;3887235;535973
051-22:00;3887308;536046
051-22:15;3887443;536181
051-22:30;3887541;536279
051-22:45;3887626;536364
051-23:00;3887697;536435
051-23:15;3887767;536505
051-23:30;3887849;536587
051-23:45;3887930;536668
052-00:00;3888039;536777
052-00:15;3888067;536805
052-00:30;3888078;536816
052-00:45;3888100;536838
052-01:00;3888112;536850
052-01:15;3888130;536868
052-01:30;3888161;536899
052-01:45;3888192;536930
052-02:00;3888212;536950
052-02:15;3888227;536965
052-02:30;3888238;536976
052-02:45;3888252;536990
052-03:00;3888285;537023
052-03:15;3888317;537055
052-03:30;3888343;537081
052-03:45;3888355;537093
052-04:00;3888366;537104
052-04:15;3888377;537115
052-04:30;3888408;537146
052-04:45;3888444;537182
052-05:00;3888470;537208
052-05:15;3888481;537219
052-05:30;3888492;537230
052-05:45;3888504;537242
052-06:00;3888529;537267
052-06:15;3888570;537308
052-06:30;3888597;537335
052-06:45;3888678;537416
052-07:00;3888710;537448
052-07:15;3888722;537460
052-07:30;3888744;537482
052-07:45;3888786;537524
052-08:00;3888815;537553
052-08:15;3888827;537565
052-08:30;3888838;537576
052-08:45;3888849;537587
052-09:00;3888863;537601
052-09:15;3888905;537643
052-09:30;3888928;537666
052-09:45;3888934;537672
052-10:00;3888936;537674
052-10:15;3888938;537676
052-10:30;3888940;537678
052-10:45;3888959;537697
052-11:00;3888971;537709
052-11:15;3888980;537718
052-11:30;3888981;537719
052-11:45;3888984;537722
052-12:00;3888984;537722
052-12:15;3888990;537728
052-12:30;3888996;537734
052-12:45;3889005;537743
052-13:00;3889005;537743
052-13:15;3889005;537743
052-13:30;3889005;537743
052-13:45;3889006;537744
052-14:00;3889022;537760
052-14:15;3889036;537774
052-14:30;3889038;537776
052-14:45;3889038;537776
052-15:00;3889039;537777
052-15:15;3889042;537780
052-15:30;3889048;537786
052-15:45;3889066;537804
052-16:00;3889087;537825
052-16:15;3889095;537833
052-16:30;3889100;537838
052-16:45;3889108;537846
052-17:00;3889124;537862
052-17:15;3889149;537887
052-17:30;3889177;537915
052-17:45;3889199;537937
052-18:00;3889210;537948
052-18:15;3889223;537961
052-18:30;3889245;537983
052-18:45;3889285;538023
052-19:00;3889389;538127
052-19:15;3889495;538233
052-19:30;3889601;538339
052-19:45;3889811;538549
052-20:00;3890405;539143
052-20:15;3891001;539739
052-20:30;3891229;539967
052-20:45;3891394;540132
052-21:00;3891511;540249
052-21:15;3891625;540363
052-21:30;3891737;540475
052-21:45;3891845;540583
052-22:00;3891963;540701
052-22:15;3892144;540882
052-22:30;3892242;540980
052-22:45;3892329;541067
052-23:00;3892415;541153
052-23:15;3892518;541256
052-23:30;3892602;541340
052-23:45;3892702;541440
053-00:00;3892834;541572
053-00:15;3893178;541916
053-00:30;3893298;542036
053-00:45;3893502;542240
053-01:00;3893533;542271
053-01:15;3893574;542312
053-01:30;3893632;542370
053-01:45;3894121;542859
053-02:00;3894171;542909
053-02:15;3894183;542921
053-02:30;3894195;542933
053-02:45;3894216;542954
053-03:00;3894243;542981
053-03:15;3894274;543012
053-03:30;3894302;543040
053-03:45;3894314;543052
053-04:00;3894334;543072
053-04:15;3894348;543086
053-04:30;3894359;543097
053-04:45;3894390;543128
053-05:00;3894421;543159
053-05:15;3894450;543188
053-05:30;3894465;543203
053-05:45;3894476;543214
053-06:00;3894488;543226
053-06:15;3894502;543240
053-06:30;3894540;543278
053-06:45;3894578;543316
053-07:00;3894596;543334
053-07:15;3894608;543346
053-07:30;3894619;543357
053-07:45;3894630;543368
053-08:00;3894655;543393
053-08:15;3894686;543424
053-08:30;3894713;543451
053-08:45;3894725;543463
053-09:00;3894728;543466
053-09:15;3894731;543469
053-09:30;3894759;543497
053-09:45;3895326;544064
053-10:00;3896388;545126
053-10:15;3897011;545749
053-10:30;3897217;545955
053-10:45;3897324;546062
053-11:00;3897401;546139
053-11:15;3897684;546422
053-11:30;3897925;546663
053-11:45;3897987;546725
053-12:00;3898039;546777
053-12:15;3898061;546799
053-12:30;3898163;546901
053-12:45;3898192;546930
053-13:00;3898203;546941
053-13:15;3898245;546983
053-13:30;3898246;546984
053-13:45;3898246;546984
053-14:00;3898246;546984
053-14:15;3898246;546984
053-14:30;3898246;546984
053-14:45;3898343;547081
053-15:00;3898362;547100
053-15:15;3898444;547182
053-15:30;3898460;547198
053-15:45;3898466;547204
053-16:00;3898477;547215
053-16:15;3898487;547225
053-16:30;3898530;547268
053-16:45;3898646;547384
053-17:00;3898757;547495
053-17:15;3898876;547614
053-17:30;3898980;547718
053-17:45;3899037;547775
053-18:00;3899091;547829
053-18:15;3899140;547878
053-18:30;3899205;547943
053-18:45;3899297;548035
053-19:00;3899388;548126
053-19:15;3899461;548199
053-19:30;3899533;548271
053-19:45;3899605;548343
053-20:00;3899690;548428
053-20:15;3899781;548519
053-20:30;3899909;548647
053-20:45;3899995;548733
053-21:00;3900071;548809
053-21:15;3900154;548892
053-21:30;3900224;548962
053-21:45;3900306;549044
053-22:00;3900396;549134
053-22:15;3900482;549220
053-22:30;3900561;549299
053-22:45;3900633;549371
053-23:00;3900763;549501
053-23:15;3900837;549575
053-23:30;3900939;549677
053-23:45;3901028;549766
054-00:00;3901138;549876
054-00:15;3901200;549938
054-00:30;3901226;549964
054-00:45;3901238;549976
054-01:00;3901265;550003
054-01:15;3901297;550035
054-01:30;3901330;550068
054-01:45;3901343;550081
054-02:00;3901354;550092
054-02:15;3901366;550104
054-02:30;3901384;550122
054-02:45;3901426;550164
054-03:00;3901457;550195
054-03:15;3901471;550209
054-03:30;3901482;550220
054-03:45;3901495;550233
054-04:00;3901516;550254
054-04:15;3901544;550282
054-04:30;3901575;550313
054-04:45;3901599;550337
054-05:00;3901610;550348
054-05:15;3901632;550370
054-05:30;3901644;550382
054-05:45;3901661;550399
054-06:00;3901694;550432
054-06:15;3901724;550462
054-06:30;3901742;550480
054-06:45;3901761;550499
054-07:00;3901772;550510
054-07:15;3901784;550522
054-07:30;3901802;550540
054-07:45;3901834;550572
054-08:00;3901870;550608
054-08:15;3901887;550625
054-08:30;3901895;550633
054-08:45;3901902;550640
054-09:00;3902007;550745
054-09:15;3902068;550806
054-09:30;3902094;550832
054-09:45;3902104;550842
054-10:00;3902104;550842
054-10:15;3902104;550842
054-10:30;3902104;550842
054-10:45;3902105;550843
054-11:00;3902108;550846
054-11:15;3902109;550847
054-11:30;3902109;550847
054-11:45;3902109;550847
054-12:00;3902109;550847
054-12:15;3902109;550847
054-12:30;3902109;550847
054-12:45;3902109;550847
054-13:00;3902109;550847
054-13:15;3902109;550847
054-13:30;3902219;550957
054-13:45;3902306;551044
054-14:00;3902363;551101
054-14:15;3902370;551108
054-14:30;3902376;551114
054-14:45;3902386;551124
054-15:00;3902391;551129
054-15:15;3902406;551144
054-15:30;3902418;551156
054-15:45;3902440;551178
054-16:00;3902471;551209
054-16:15;3902503;551241
054-16:30;3902526;551264
054-16:45;3902541;551279
054-17:00;3902558;551296
054-17:15;3902578;551316
054-17:30;3902794;551532
054-17:45;3902883;551621
054-18:00;3902951;551689
054-18:15;3903001;551739
054-18:30;3903062;551800
054-18:45;3903139;551877
054-19:00;3903229;551967
054-19:15;3903323;552061
054-19:30;3903420;552158
054-19:45;3903496;552234
054-20:00;3903578;552316
054-20:15;3903651;552389
054-20:30;3903725;552463
054-20:45;3903865;552603
054-21:00;3903969;552707
054-21:15;3904064;552802
054-21:30;3904138;552876
054-21:45;3904210;552948
054-22:00;3904283;553021
054-22:15;3904380;553118
054-22:30;3904523;553261
054-22:45;3904606;553344
054-23:00;3904681;553419
054-23:15;3904752;553490
054-23:30;3904864;553602
054-23:45;3904921;553659
055-00:00;3904964;553702
055-00:15;3904995;553733
055-00:30;3905020;553758
055-00:45;3905038;553776
055-01:00;3905054;553792
055-01:15;3905065;553803
055-01:30;3905085;553823
055-01:45;3905117;553855
055-02:00;3905152;553890
055-02:15;3905172;553910
055-02:30;3905184;553922
055-02:45;3905195;553933
055-03:00;3905207;553945
055-03:15;3905231;553969
055-03:30;3905273;554011
055-03:45;3905303;554041
055-04:00;3905317;554055
055-04:15;3905328;554066
055-04:30;3905340;554078
055-04:45;3905359;554097
055-05:00;3905390;554128
055-05:15;3905421;554159
055-05:30;3905448;554186
055-05:45;3905459;554197
055-06:00;3905471;554209
055-06:15;3905493;554231
055-06:30;3905511;554249
055-06:45;3905634;554372
055-07:00;3905676;554414
055-07:15;3905690;554428
055-07:30;3905707;554445
055-07:45;3905724;554462
055-08:00;3905734;554472
055-08:15;3905762;554500
055-08:30;3905790;554528
055-08:45;3905806;554544
055-09:00;3905818;554556
055-09:15;3905827;554565
055-09:30;3905828;554566
055-09:45;3905830;554568
055-10:00;3905847;554585
055-10:15;3905859;554597
055-10:30;3905868;554606
055-10:45;3905869;554607
055-11:00;3905870;554608
055-11:15;3905876;554614
055-11:30;3905892;554630
055-11:45;3905914;554652
055-12:00;3905933;554671
055-12:15;3905933;554671
055-12:30;3905933;554671
055-12:45;3905933;554671
055-13:00;3905934;554672
055-13:15;3905956;554694
055-13:30;3905988;554726
055-13:45;3905998;554736
055-14:00;3906003;554741
055-14:15;3906005;554743
055-14:30;3906007;554745
055-14:45;3906025;554763
055-15:00;3906061;554799
055-15:15;3906088;554826
055-15:30;3906097;554835
055-15:45;3906103;554841
055-16:00;3906108;554846
055-16:15;3906111;554849
055-16:30;3906132;554870
055-16:45;3906156;554894
055-17:00;3906172;554910
055-17:15;3906179;554917
055-17:30;3906188;554926
055-17:45;3906198;554936
055-18:00;3906217;554955
055-18:15;3906257;554995
055-18:30;3906290;555028
055-18:45;3906373;555111
055-19:00;3906459;555197
055-19:15;3906538;555276
055-19:30;3906591;555329
055-19:45;3906640;555378
055-20:00;3906684;555422
055-20:15;3906722;555460
055-20:30;3906746;555484
055-20:45;3906771;555509
055-21:00;3906796;555534
055-21:15;3906835;555573
055-21:30;3906880;555618
055-21:45;3906924;555662
055-22:00;3906954;555692
055-22:15;3906979;555717
055-22:30;3907006;555744
055-22:45;3907054;555792
055-23:00;3907127;555865
055-23:15;3907202;555940
055-23:30;3907265;556003
055-23:45;3907344;556082
056-00:00;3907380;556118
056-00:15;3907396;556134
056-00:30;3907416;556154
056-00:45;3907448;556186
056-01:00;3907478;556216
056-01:15;3907491;556229
056-01:30;3907513;556251
056-01:45;3907525;556263
056-02:00;3907536;556274
056-02:15;3907569;556307
056-02:30;3907600;556338
056-02:45;3907623;556361
056-03:00;3907642;556380
056-03:15;3907654;556392
056-03:30;3907665;556403
056-03:45;3907690;556428
056-04:00;3907721;556459
056-04:15;3907753;556491
056-04:30;3907771;556509
056-04:45;3907783;556521
056-05:00;3907794;556532
056-05:15;3907809;556547
056-05:30;3907841;556579
056-05:45;3907878;556616
056-06:00;3907899;556637
056-06:15;3907911;556649
056-06:30;3907922;556660
056-06:45;3907973;556711
056-07:00;3908046;556784
056-07:15;3908085;556823
056-07:30;3908116;556854
056-07:45;3908128;556866
056-08:00;3908137;556875
056-08:15;3908144;556882
056-08:30;3908155;556893
056-08:45;3908186;556924
056-09:00;3908211;556949
056-09:15;3908213;556951
056-09:30;3908214;556952
056-09:45;3908214;556952
056-10:00;3908214;556952
056-10:15;3908232;556970
056-10:30;3908249;556987
056-10:45;3908254;556992
056-11:00;3908254;556992
056-11:15;3908254;556992
056-11:30;3908254;556992
056-11:45;3908258;556996
056-12:00;3908258;556996
056-12:15;3908258;556996
056-12:30;3908258;556996
056-12:45;3908258;556996
056-13:00;3908258;556996
056-13:15;3908267;557005
056-13:30;3908274;557012
056-13:45;3908277;557015
056-14:00;3908277;557015
056-14:15;3908277;557015
056-14:30;3908277;557015
056-14:45;3908279;557017
056-15:00;3908298;557036
056-15:15;3908311;557049
056-15:30;3908313;557051
056-15:45;3908314;557052
056-16:00;3908314;557052
056-16:15;3908323;557061
056-16:30;3908356;557094
056-16:45;3908441;557179
056-17:00;3908600;557338
056-17:15;3908743;557481
056-17:30;3908822;557560
056-17:45;3908904;557642
056-18:00;3908961;557699
056-18:15;3909030;557768
056-18:30;3909102;557840
056-18:45;3909173;557911
056-19:00;3909259;557997
056-19:15;3909337;558075
056-19:30;3909416;558154
056-19:45;3909508;558246
056-20:00;3909604;558342
056-20:15;3909690;558428
056-20:30;3909774;558512
056-20:45;3909896;558634
056-21:00;3909983;558721
056-21:15;3910069;558807
056-21:30;3910163;558901
056-21:45;3910256;558994
056-22:00;3910424;559162
056-22:15;3910528;559266
056-22:30;3910606;559344
056-22:45;3910681;559419
056-23:00;3910774;559512
056-23:15;3910871;559609
056-23:30;3910945;559683
056-23:45;3911051;559789
057-00:00;3911102;559840
057-00:15;3911114;559852
057-00:30;3911148;559886
057-00:45;3911186;559924
057-01:00;3911207;559945
057-01:15;3911219;559957
057-01:30;3911230;559968
057-01:45;3911241;559979
057-02:00;3911274;560012
057-02:15;3911309;560047
057-02:30;3911335;560073
057-02:45;3911347;560085
057-03:00;3911358;560096
057-03:15;3911370;560108
057-03:30;3911399;560137
057-03:45;3911433;560171
057-04:00;3911463;560201
057-04:15;3911475;560213
057-04:30;3911486;560224
057-04:45;3911498;560236
057-05:00;3911522;560260
057-05:15;3911556;560294
057-05:30;3911587;560325
057-05:45;3911602;560340
057-06:00;3911614;560352
057-06:15;3911625;560363
057-06:30;3911646;560384
057-06:45;3911676;560414
057-07:00;3911707;560445
057-07:15;3911732;560470
057-07:30;3911743;560481
057-07:45;3911754;560492
057-08:00;3911768;560506
057-08:15;3911790;560528
057-08:30;3911816;560554
057-08:45;3911892;560630
057-09:00;3911900;560638
057-09:15;3911906;560644
057-09:30;3911924;560662
057-09:45;3911950;560688
057-10:00;3911972;560710
057-10:15;3911987;560725
057-10:30;3911987;560725
057-10:45;3911987;560725
057-11:00;3911990;560728
057-11:15;3912055;560793
057-11:30;3912092;560830
057-11:45;3912117;560855
057-12:00;3912131;560869
057-12:15;3912197;560935
057-12:30;3912231;560969
057-12:45;3912262;561000
057-13:00;3912416;561154
057-13:15;3912544;561282
057-13:30;3912619;561357
057-13:45;3912648;561386
057-14:00;3912675;561413
057-14:15;3912694;561432
057-14:30;3912723;561461
057-14:45;3912763;561501
057-15:00;3912878;561616
057-15:15;3912923;561661
057-15:30;3912951;561689
057-15:45;3912986;561724
057-16:00;3913019;561757
057-16:15;3913064;561802
057-16:30;3913128;561866
057-16:45;3913207;561945
057-17:00;3913279;562017
057-17:15;3913427;562165
057-17:30;3913518;562256
057-17:45;3913615;562353
057-18:00;3913707;562445
057-18:15;3913797;562535
057-18:30;3913888;562626
057-18:45;3913964;562702
057-19:00;3914046;562784
057-19:15;3914117;562855
057-19:30;3914205;562943
057-19:45;3914293;563031
057-20:00;3914379;563117
057-20:15;3914457;563195
057-20:30;3914529;563267
057-20:45;3914631;563369
057-21:00;3914726;563464
057-21:15;3914828;563566
057-21:30;3914927;563665
057-21:45;3915010;563748
057-22:00;3915085;563823
057-22:15;3915156;563894
057-22:30;3915268;564006
057-22:45;3915369;564107
057-23:00;3915457;564195
057-23:15;3915539;564277
057-23:30;3915608;564346
057-23:45;3915704;564442
058-00:00;3916044;564782
058-00:15;3916187;564925
058-00:30;3916409;565147
058-00:45;3916459;565197
058-01:00;3916489;565227
058-01:15;3916523;565261
058-01:30;3916984;565722
058-01:45;3917029;565767
058-02:00;3917061;565799
058-02:15;3917092;565830
058-02:30;3917118;565856
058-02:45;3917135;565873
058-03:00;3917147;565885
058-03:15;3917159;565897
058-03:30;3917180;565918
058-03:45;3917216;565954
058-04:00;3917254;565992
058-04:15;3917265;566003
058-04:30;3917277;566015
058-04:45;3917289;566027
058-05:00;3917305;566043
058-05:15;3917345;566083
058-05:30;3917376;566114
058-05:45;3917393;566131
058-06:00;3917404;566142
058-06:15;3917417;566155
058-06:30;3917439;566177
058-06:45;3917461;566199
058-07:00;3917495;566233
058-07:15;3917522;566260
058-07:30;3917534;566272
058-07:45;3917555;566293
058-08:00;3917569;566307
058-08:15;3917586;566324
058-08:30;3917684;566422
058-08:45;3917787;566525
058-09:00;3917806;566544
058-09:15;3917817;566555
058-09:30;3917818;566556
058-09:45;3917818;566556
058-10:00;3917828;566566
058-10:15;3917843;566581
058-10:30;3917858;566596
058-10:45;3917858;566596
058-11:00;3917897;566635
058-11:15;3917897;566635
058-11:30;3917897;566635
058-11:45;3917902;566640
058-12:00;3918189;566927
058-12:15;3918309;567047
058-12:30;3918560;567298
058-12:45;3918664;567402
058-13:00;3918775;567513
058-13:15;3918908;567646
058-13:30;3919322;568060
058-13:45;3919349;568087
058-14:00;3919389;568127
058-14:15;3919485;568223
058-14:30;3919510;568248
058-14:45;3919619;568357
058-15:00;3919846;568584
058-15:15;3920129;568867
058-15:30;3920345;569083
058-15:45;3920586;569324
058-16:00;3920819;569557
058-16:15;3920981;569719
058-16:30;3921021;569759
058-16:45;3921061;569799
058-17:00;3921120;569858
058-17:15;3921198;569936
058-17:30;3921271;570009
058-17:45;3921491;570229
058-18:00;3921556;570294
058-18:15;3921615;570353
058-18:30;3921688;570426
058-18:45;3921774;570512
058-19:00;3921877;570615
058-19:15;3921973;570711
058-19:30;3922068;570806
058-19:45;3922146;570884
058-20:00;3922228;570966
058-20:15;3922303;571041
058-20:30;3922374;571112
058-20:45;3922505;571243
058-21:00;3922606;571344
058-21:15;3922712;571450
058-21:30;3922793;571531
058-21:45;3922865;571603
058-22:00;3922937;571675
058-22:15;3923009;571747
058-22:30;3923153;571891
058-22:45;3923246;571984
058-23:00;3923336;572074
058-23:15;3923410;572148
058-23:30;3923481;572219
058-23:45;3923569;572307
059-00:00;3923648;572386
059-00:15;3923678;572416
059-00:30;3923709;572447
059-00:45;3923737;572475
059-01:00;3923758;572496
059-01:15;3923770;572508
059-01:30;3923781;572519
059-01:45;3923797;572535
059-02:00;3923829;572567
059-02:15;3923871;572609
059-02:30;3923890;572628
059-02:45;3923901;572639
059-03:00;3923913;572651
059-03:15;3923924;572662
059-03:30;3923951;572689
059-03:45;3923988;572726
