CBP;DOMAIN;device;Device;Ger?;;;;
DAL;REST;;{0}: {1} alarms;?ersicht ? Alarmmeldungen;;;;;
DAL;DOMAIN;device.alarms;Alarms;Alarmmeldungen;;;;;
DAL;DOMAIN;clearingEvents;Cleared on event types;Nach Ereignistyp gel?t;;;;;
DAL;DOMAIN;invalid.argument;Invalid argument {0};Ung?ges Argument {0};;;;;
DAL;DOMAIN;triggeringEvents;Raised on event types;Ausgel?durch Ereignistypen;;;;;
DAL;DOMAIN;DeviceAlarmCreation;Create device alarms;Alarmmeldungen des Ger? erstellen;;;;;
DAL;DOMAIN;UnableToCreateEvent;Unable to create event;Es k?n keine Ereignisse erstellt werden.;;;;;
DAL;DOMAIN;action.alarm.closed;Alarm closed;Die Alarmmeldung wurde geschlossen.;;;;;
DAL;DOMAIN;action.wrong.status;You are trying to apply the incorrect status;Sie versuchen, den falschen Zustand anzuwenden.;;;;;
DAL;DOMAIN;EventBadDataNoDevice;Unable to process alarm creation event because target device (id = {0}) wasn't found;Das Ereignis der Erstellung einer Alarmmeldung kann nicht verarbeitet werden, da das Zielger?(Kennung = {0}) nicht gefunden wurde.;;;;;
DAL;DOMAIN;alarm.action.process;Process;Prozess;;;;;
DAL;DOMAIN;issueTypeDeviceAlarm;Device alarm;Alarmmeldung des Ger?;;;;;
DAL;DOMAIN;privilege.view.alarm;View;Anzeigen;;;;;
DAL;DOMAIN;raiseEventProperties;On new raise event;Bei neu ausgel?n Ereignissen;;;;;
DAL;DOMAIN;action.alarm.assigned;Alarm assigned;Die Alarmmeldung wurde zugewiesen.;;;;;
DAL;DOMAIN;privilege.close.alarm;Close;Schlie?n;;;;;
DAL;DOMAIN;alarmReasonDescription;Alarm reason {0};Grund der Alarmmeldung {0};;;;;
DAL;DOMAIN;eventTemporalThreshold;Event time threshold;Zeitgrenzwert f?reignisse;;x;;;
DAL;DOMAIN;privilege.action.alarm;Action;Aktion;;;;;
DAL;DOMAIN;privilege.assign.alarm;Assign;Zuweisen;;;;;
DAL;DOMAIN;EventBadDataNoEndDevice;Unable to process alarm creation event because target kore device (amrId = {0}) wasn't found;Das Ereignis der Erstellung einer Alarmmeldung kann nicht verarbeitet werden, da das Zielger?(AMRID = {0}) nicht gefunden wurde.;;;;;
DAL;DOMAIN;EventBadDataNoTimestamp;Unable to process alarm creation event because event timestamp can''t be obtained;Das Ereignis der Erstellung einer Alarmmeldung kann nicht verarbeitet werden, da der Zeitstempel des Ereignisses nicht abgerufen werden kann.;x;;;;
DAL;DOMAIN;action.alarm.unassigned;Alarm unassigned;Die Zuweisung der Alarmmeldung wurde aufgehoben.;;;;;
DAL;DOMAIN;alarm.action.closeAlarm;Close alarm;Alarmmeldung schlie?n;;;;;
DAL;DOMAIN;privilege.comment.alarm;Comment;Kommentar;;;;;
DAL;DOMAIN;alarm.action.assignAlarm;Assign alarm;Alarmmeldung zuweisen;;;;;
DAL;DOMAIN;end.device.event.created;EndDeviceEvent;EndDeviceEvent;;;;;
DAL;DOMAIN;alarm.action.startProcess;Start process;Prozess starten;;;;;
DAL;DOMAIN;device.alarms.description;Manage alarms;Alarmmeldungen verwalten;;;;;
DAL;DOMAIN;action.alarm.already.closed;Alarm already closed;Die Alarmmeldung wurde bereits geschlossen.;;;;;
DAL;DOMAIN;invalid.number.of.arguments;Invalid number of arguments {0}, expected {1} ;Ung?ge Anzahl der Argumente {0}, erwartet {1} ;;;;;
DAL;DOMAIN;basicTemplateDeviceAlarmName;Device alarm template;Vorlage f?larmmeldungen des Ger?;;;;;
DAL;DOMAIN;CloseDeviceAlarmAction.status;Close status;Status schlie?n;;;;;
DAL;DOMAIN;deviceLifecycleInDeviceStates;Device lifecycle status in device type ;Status des Arbeitszyklus des Ger? in Ger?typ ;x;x;;;
DAL;DOMAIN;CloseDeviceAlarmAction.comment;Comment;Kommentar;;;;;
DAL;DOMAIN;privilege.view.alarm.creationRule;View creation rules;Erstellungsregeln anzeigen;;;;;
DAL;DOMAIN;deviceTypeInUseByAlarmCreationRule;Device type ''{0}'' is still in use by an alarm creation rule;Der Ger?typ {0} wird noch von einer Erstellungsregel f?larmmeldungen verwendet.;;;;;
DAL;DOMAIN;basicTemplateDeviceAlarmDescription;Create an alarm based on device events;Alarmmeldung auf der Grundlage der Ereignisse des Ger? erstellen;;;;;
DAL;DOMAIN;privilege.view.alarm.assignmentRule;View assignment rules;Zuweisungsregeln anzeigen;;;;;
DAL;DOMAIN;relativeperiod.category.deviceAlarm;Device alarm;Alarmmeldung des Ger?;;;;;
DAL;DOMAIN;alarmConfiguration.alarmConfigurations;Alarms configuration;Konfiguration Alarmmeldungen;;;;;
DAL;DOMAIN;relativePeriodInUseByAlarmCreationRule;The relative period ''{0}'' is still in use by an alarm creation rule;Der relative Zeitraum ?0}?wird noch von einer Erstellungsregel f?larmmeldungen verwendet.;;;;;
DAL;DOMAIN;privilege.administrate.alarm.creationRule;Administrate creation rules;Erstellungsregeln verwalten;;;;;
DAL;DOMAIN;incorrect.number.of.concurrent.processed.events;Incorrect number of concurrently processed events : {0};Falsche Anzahl der gleichzeitig verarbeiteten Ereignisse: {0};;;;;
DAL;DOMAIN;alarmConfiguration.alarmConfigurations.description;Manage alarms configuration;Konfiguration der Alarmmeldungen verwalten;;;;;
DAL;DOMAIN;;You are trying to apply the incorrect status;Zuweisungsregeln anzeigen;;;;;
DAL;;;{0}: {1} alarms;?ersicht ? Alarmmeldungen;;;;;
DAR;REST;AlarmDoesNotExist;Alarm doesn't exist;Die Alarmmeldung ist nicht vorhanden.;;;;;
DAR;REST;AlarmAlreadyClosed;Alarm already closed;Die Alarmmeldung wurde bereits geschlossen.;;;;;
DAR;REST;action.alarm.assigned;Alarm assigned;Die Alarmmeldung wurde zugewiesen.;;;;;
DAR;REST;AlarmAssigneeUnassigned;Unassigned;Nicht zugewiesen;;;;;
DAR;REST;action.alarm.unassigned;Alarm unassigned;Die Zuweisung der Alarmmeldung wurde aufgehoben.;;;;;
DAR;REST;DeviceAlarmActionPhaseOverdue;At overdue time;Zum F?igkeitstermin;;;;;
DAR;REST;DeviceAlarmActionPhaseCreation;At creation time;Zum Zeitpunkt der Erstellung;;;;;
DAR;REST;DeviceAlarmActionPhaseOverdueDescription;The action will be performed when the alarm becomes overdue;Die Aktion wird ausgef?, wenn die Alarmmeldung f?ig wird.;;;;;
DAR;REST;DeviceAlarmActionPhaseCreationDescription;The action will be performed when the alarm is created;Die Aktion wird ausgef?, wenn die Alarmmeldung erstellt wird.;;;;;
DAR;REST;;Unassigned;Zum Zeitpunkt der Erstellung;;;;;
DAR;;;Unassigned;Zum Zeitpunkt der Erstellung;;;;;
DBP;REST;bpm.task;Task;Aufgabe;;;;;
DBP;REST;general.save;Save;Speichern;;;;;
DBP;REST;bpm.task.edit;Edit;Bearbeiten;;;;;
DBP;REST;bpm.task.start;Start;Anfang;;;;;
DBP;REST;bpm.task.title;Tasks;Tasks;;;;;
DBP;REST;general.cancel;Cancel;Abbrechen;;;;;
DBP;REST;general.remove;Remove;Entfernen;;;;;
DBP;REST;editProcess.add;Add;Hinzuf?;;;;;
DBP;REST;bpm.task.comlete;Complete;Vollst?ig;;;;;
DBP;REST;dbp.process.name;Name;Name;;;;;
DBP;REST;editProcess.edit;Edit '{0}';'{0}' bearbeiten;;;;;
DBP;REST;general.processes;Processes;Prozesse;;;;;
DBP;REST;general.workspace;Workspace;Arbeitsbereich;;;;;
DBP;REST;dbp.process.active;Active;Aktiv;;;;;
DBP;REST;dbp.process.status;Status;Status;;;;;
DBP;REST;editProcess.cancel;Cancel;Abbrechen;;;;;
DBP;REST;bpm.task.bulkAction;Bulk action;Bulk-Aktion;;;;;
DBP;REST;dbp.process.version;Version;Version;;;;;
DBP;REST;dbp.menu.editProcess;Edit process;Prozess bearbeiten;;;;;
DBP;REST;dbp.process.inactive;Inactive;Inaktiv;;;;;
DBP;REST;editProcess.activate;Activate '{0}';'{0}' aktivieren;;;;;
DBP;REST;editProcess.privilege;Privilege;Privileg;;;;;
DBP;REST;editProcess.userRoles;User roles;Benutzerrollen;;;;;
DBP;REST;dbp.process.associated;Associated to;Zugeordnet zu;;;;;
DBP;REST;dbp.process.deactivate;Process deactivated;Prozess deaktiviert;;;;;
DBP;REST;dbp.process.undeployed;Undeployed;Nicht eingesetzt;;;;;
DBP;REST;editProcess.privileges;Privileges;Privilegien;;;;;
DBP;REST;general.taskManagement;Task management;Taskverwaltung;;;;;
DBP;REST;dbp.process.empty.title;No processes found;Keine Prozesse gefunden.;;;;;
DBP;REST;editProcess.deviceState;Device status;Ger?status;x;;;;
DBP;REST;dbp.menu.activateProcess;Activate;Aktivieren;;;;;
DBP;REST;dbp.process.deploymentId;DeploymentID;Deployment-ID;;;;;
DBP;REST;editProcess.associatedTo;Start on;Start am;;;;;
DBP;REST;editProcess.deviceStates;Device statuses;Ger?status;x;;;;
DBP;REST;editProcess.noPrivileges;No privileges have been added;Es wurden keine Privilegien hinzugef?;;;;;
DBP;REST;editProcess.addPrivileges;Add privileges;Privilegien hinzuf?;;;;;
DBP;REST;dbp.menu.deactivateProcess;Deactivate;Deaktivieren;;;;;
DBP;REST;editProcess.noDeviceStates;No device statuses have been added;Es wurde kein Ger?status hinzugef?;;;;;
DBP;REST;process.association.device;Device;Ger?;;;;
DBP;REST;editProcess.addDeviceStates;Add device statuses;Ger?status hinzuf?.;x;;;;
DBP;REST;editProcess.deviceLifeCycle;Device life cycle;Ger?lebenszyklus;;;;;
DBP;REST;dbp.process.empty.list.item1;No processes have been defined yet.;Es wurden noch keine Prozesse definiert.;;;;;
DBP;REST;dbp.process.empty.list.item2;Processes exist, but you don''t have permission to view them.;Die Prozesse sind vorhanden, Sie sind jedoch nicht befugt, sie einzusehen.;x;;;;
DBP;REST;editProcess.startWhenAllowed;Start when allowed;Start, wenn zul?ig;;;;;
DBP;REST;editProcess.successMsg.saved;Process saved;Prozess gespeichert;;;;;
DBP;REST;general.taskmanagement.tasks;Tasks;Tasks;;;;;
DBP;REST;editProcess.addPrivileges.empty;All privileges have been added to the process.;Alle Privilegien wurden zu dem Prozess hinzugef?;;;;;
DBP;REST;editProcess.addDeviceStates.empty;All device statuses have been added to the process.;Alle Ger?status wurden zu dem Prozess hinzugef?;x;;;;
DBP;REST;editProcess.startWhenInDeviceState;Start when in device status;Start, wenn im Ger?status.;x;;;;
DBP;REST;general.taskmanagement.myopentasks;My open tasks;Meine offenen Tasks;;;;;
DBP;REST;general.taskmanagement.overduetasks;Overdue tasks;?erf?ige Tasks;;;;;
DBP;REST;dbp.process.pagingtoolbartop.emptyMsg;There are no process to display;Keine Prozesse zur Anzeige verf?r.;;;;;
DBP;REST;general.taskmanagement.unassignedtask;Unassigned tasks;Nicht zugewiesene Tasks;;;;;
DBP;REST;editProcess.nrOfPrivileges.selected[0];No privileges selected;Keine Privilegien ausgew?t.;;;;;
DBP;REST;editProcess.nrOfPrivileges.selected[1];{0} privilege selected;{0} Privileg ausgew?t;;;;;
DBP;REST;dbp.process.pagingtoolbartop.displayMsg;{0} - {1} of {2} processes;{0} - {1} von {2} Prozesse;;;;;
DBP;REST;editProcess.nrOfDeviceStates.selected[0];No device statuses selected;Kein Ger?status ausgew?t.;x;;;;
DBP;REST;editProcess.nrOfDeviceStates.selected[1];{0} device statuses selected;{0} Ger?status ausgew?t;x;;;;
DBP;REST;general.taskmanagement.myworkgroupstasks;My workgroups tasks;Meine Aufgaben der Arbeitsgruppen;;;;;
DBP;REST;editProcess.nrOfPrivileges.selected[many];{0} privileges selected;{0} Privilegien ausgew?t;;;;;
DBP;REST;dbp.process.pagingtoolbartop.displayMoreMsg;{0} - {1} of more than {2} processes;{0} - {1} von mehr als {2} Prozessen;;;;;
DBP;REST;editProcess.nrOfDeviceStates.selected[many];{0} device statuses selected;{0} Ger?status ausgew?t.;x;;;;
DBP;REST;dbp.process.pagingtoolbarbottom.itemsPerPage;Processes per page;Prozesse pro Seite;;;;;
DBP;REST;;{0} privileges selected;?erf?ige Tasks;;;;;
DBP;;;{0} privileges selected;?erf?ige Tasks;;;;;
DCR;REST;send;Send activity calendar;Aktivit?nkalender senden;;;;;
DCR;REST;Solved;Solved;Gel?;;;;;
DCR;REST;Default;Default;Standard;;;;;
DCR;REST;INBOUND;Inbound;Inbound;;;;;
DCR;REST;REGULAR;Standard device type;Standard-Ger?typ;;;;;
DCR;REST;file.IO;Failure while doing IO on file;Beim Ausf?n von IO an der Datei ist ein Fehler aufgetreten;;;;;
DCR;REST;OUTBOUND;Outbound;Outbound;;;;;
DCR;REST;Unsolved;Unsolved;Ungel?;;;;;
DCR;REST;InvalidValue;Invalid value;Ung?ger Wert;;;;;
DCR;REST;noSuchDevice;No device with id {0};Kein Ger?mit der MRID {0}.;;;;;
DCR;REST;sendWithDate;Send activity calendar with activation date;Aktivit?nkalender mit Aktivierungsdatum senden;;;;;
DCR;REST;RequiredField;This field is required;Dieses Feld muss ausgef? werden.;;;;;
DCR;REST;noKeyTypeFound;No key type with id {0};Es ist kein Schl?ltyp mit der Kennung {0} vorhanden.;;;;;
DCR;REST;activatePassive;Activate passive calendar;Passiven Kalender aktivieren;;;;;
DCR;REST;sendSpecialDays;Send special days calendar;Sondertage-Kalender senden;;;;;
DCR;REST;DATALOGGER_SLAVE;Datalogger slave device type;Daten-Logger-Slave-Ger?typ;;;;;
DCR;REST;sendWithDateTime;Send activity calendar with activation date and time;Aktivit?nkalender mit Aktivierungsdatum und -zeit senden;;;;;
DCR;REST;DuplicateObisCode;A register mapping with obis code ''{0}'', unit ''{1}'' and time of use ''{2}'' already exists;Ein Verzeichnis-Mapping mit der OBIS-Kennzahl ''{0}'', Einheit ''{1}'' und Nutzungszeit ''{2}'' ist bereits vorhanden.;;;;;
DCR;REST;noTrustStoreFound;No trust store with id {0};Es ist kein Trust Store mit der Kennung {0} vorhanden.;;;;;
DCR;REST;NoChannelSpecFound;No channel specification with id {0};Keine Kanalspezifikation mit der ID {0};;;;;
DCR;REST;NoLogBookSpecFound;No LogBook configuration with id {0};Keine Logbuch-Konfiguration mit der ID {0};;;;;
DCR;REST;NoLogBookTypeFound;No LogBook type with id {0};Kein Logbuchtyp mit der ID {0};;;;;
DCR;REST;NoSuchRegisterType;Register type couldn''t be found;Der Verzeichnistyp konnte nicht gefunden werden.;x;;;;
DCR;REST;noKeyTypeFoundName;No key type with name {0};Es ist kein Schl?ltyp mit dem Namen {0} vorhanden.;;;;;
DCR;REST;AS_SOON_AS_POSSIBLE;As soon as possible;So bald wie m?ch;;;;;
DCR;REST;MULTI_ELEMENT_SLAVE;Multi-element slave device type;Ger?typ des Nebenger? mit mehreren Strukturebenen;;;;;
DCR;REST;TimeDurationTooLong;Validity period must be shorter than or equal to 30 years.;Der G?gkeitszeitraum muss k?r als oder gleich 30 Jahre sein.;;;;;
DCR;REST;sendWithDateAndType;Send activity calendar with activation date and type;Aktivit?nkalender mit Aktivierungsdatum und Typ senden;;;;;
DCR;REST;MINIMIZE_CONNECTIONS;Minimize connections;Verbindungen minimieren;;;;;
DCR;REST;NoSuchConnectionTask;No such connection task;Keine Verbindungstask dieser Art.;;;;;
DCR;REST;NoSuchConnectionType;No connection type pluggable class could be found for ''{0}'';F?'{0}'' konnte kein Verbindungstyp der steckbaren Klasse gefunden werden.;;;;;
DCR;REST;NoSuchDeviceLifeCycle;There is no device life cycle with id = {0};Es gibt keinen Ger?lebenszyklus mit der ID = {0}.;;;;;
DCR;REST;NoSuchExecutionLevels;No such execution levels: {0};Keine Ausf?ngsebenen dieser Art: {0}.;;;;;
DCR;REST;NoSuchKeyAccessorType;No such security accessor;Es ist keine solche Zugriffsmethode f?ie Sicherheitseinstellung vorhanden.;;;;;
DCR;REST;NoLoadProfileTypeFound;No Load Profile type with id {0};Kein Lastprofiltyp mit der ID {0};;;;;
DCR;REST;NoSuchDeviceMessageSpec;No such device message spec: {0};Keine derartige Ger?-Nachrichtenspezifikation: {0}.;;;;;
DCR;REST;execute.com.task.level1;Execute level 1;ComTask ausf?n (Ebene 1).;;;;;
DCR;REST;execute.com.task.level2;Execute level 2;ComTask ausf?n (Ebene 2).;;;;;
DCR;REST;execute.com.task.level3;Execute level 3;ComTask ausf?n (Ebene 3).;;;;;
DCR;REST;execute.com.task.level4;Execute level 4;ComTask ausf?n (Ebene 4).;;;;;
DCR;REST;sendSpecialDaysWithType;Send special days calendar with type;Sondertage-Kalender mit Typ senden;;;;;
DCR;REST;sendWithDateAndContract;Send activity calendar with activation date and contract;Aktivit?nkalender mit Aktivierungsdatum und Vertrag senden;;;;;
DCR;REST;NoLogBookTypeIdForAdding;User should specify ids of LogBook Type for adding;Der User sollte die IDs des hinzuzuf?den Logbuchtyps angeben.;;;;;
DCR;REST;deviceDoesNotMatchConfig;Device doesn''t match device configuration;Das Ger?stimmt nicht mit der Ger?konfiguration ?ein.;x;;;;
DCR;REST;ConcurrentFailActivateBody;{0} has changed since the page was last updated.;{0} hat sich seit der letzten Aktualisierung der Seite ge?ert.;;;;;
DCR;REST;ConcurrentFailActivateTitle;Failed to activate ''{0}'';Aktivierung von ''{0}'' fehlgeschlagen.;;;;;
DCR;REST;deviceType.no.such.protocol;A protocol with name ''{0}'' doesn''t exist;Es gibt kein Protokoll mit dem Namen ''{0}''.;x;;;;
DCR;REST;ConcurrentFailDeActivateBody;{0} has changed since the page was last updated.;{0} hat sich seit der letzten Aktualisierung der Seite ge?ert.;;;;;
DCR;REST;NoLoadProfileTypeIdForAdding;User should specify ids of Load Profile Type for adding;Der User sollte die IDs des Logbuchtyps zum Hinzuf? angeben.;;;;;
DCR;REST;clearAndDisablePassiveTariff;Clear and disable passive tariff;Passiven Tarif l?en und deaktivieren;;;;;
DCR;REST;ConcurrentFailDeActivateTitle;Failed to deactivate ''{0}'';Deaktivierung von ''{0}'' fehlgeschlagen.;;;;;
DCR;REST;UnableToChangeDeviceLifeCycle;"Unable to change device life cycle to ""{0}""";"""Der Ger?lebenszyklus kann nicht auf """"{0}"""" ge?ert werden.""";;;;;
DCR;REST;execute.device.message.level1;Level 1;Ebene 1;;;;;
DCR;REST;execute.device.message.level2;Level 2;Ebene 2;;;;;
DCR;REST;execute.device.message.level3;Level 3;Ebene 3;;;;;
DCR;REST;execute.device.message.level4;Level 4;Ebene 4;;;;;
DCR;REST;NoValidationRuleSetIdForAdding;User should specify ids of Validation Ruleset for adding;Der User sollte die IDs des hinzuzuf?den Validierungsregelsatzes angeben.;;;;;
DCR;REST;NoDeviceConfigurationIdForAdding;User should specify ids of Device Configuration for adding;Der User sollte die IDs der hinzuzuf?den Ger?konfiguration angeben.;;;;;
DCR;REST;sendSpecialDaysWithContractAndDate;Send special days calendar with contract and activation date;Spezialtermin-Kalender mit Vertrag und Aktivierungsdatum senden;;;;;
DCR;REST;DlmsSecuritySupport.encryptionlevel.0;No message encryption;Keine Nachrichtenverschl?lung.;;;;;
DCR;REST;DlmsSecuritySupport.encryptionlevel.1;Message authentication;Nachrichten-Authentifizierung.;;;;;
DCR;REST;DlmsSecuritySupport.encryptionlevel.2;Message encryption;Nachrichtenverschl?lung.;;;;;
DCR;REST;DlmsSecuritySupport.encryptionlevel.3;Message encryption and authentication;Nachrichtenverschl?lung und Authentifizierung.;;;;;
DCR;REST;edit.device.security.properties.level1;Edit level 1;Ger?-Sicherheitseinstellungen (Ebene 1) bearbeiten.;;;;;
DCR;REST;edit.device.security.properties.level2;Edit level 2;Ger?-Sicherheitseinstellungen (Ebene 2) bearbeiten.;;;;;
DCR;REST;edit.device.security.properties.level3;Edit level 3;Ger?-Sicherheitseinstellungen (Ebene 3) bearbeiten.;;;;;
DCR;REST;edit.device.security.properties.level4;Edit level 4;Ger?-Sicherheitseinstellungen (Ebene 4) bearbeiten.;;;;;
DCR;REST;view.device.security.properties.level1;View level 1;Ger?-Sicherheitseinstellungen (Ebene 1) anzeigen.;;;;;
DCR;REST;view.device.security.properties.level2;View level 2;Ger?-Sicherheitseinstellungen (Ebene 2) anzeigen.;;;;;
DCR;REST;view.device.security.properties.level3;View level 3;Ger?-Sicherheitseinstellungen (Ebene 3) anzeigen.;;;;;
DCR;REST;view.device.security.properties.level4;View level 4;Ger?-Sicherheitseinstellungen (Ebene 4) anzeigen.;;;;;
DCR;REST;Mtu155SecuritySupport.encryptionlevel.0;KeyT encryption;KeyT-Kodierung.;;;;;
DCR;REST;Mtu155SecuritySupport.encryptionlevel.1;KeyC encryption;KeyC-Kodierung.;;;;;
DCR;REST;Mtu155SecuritySupport.encryptionlevel.2;KeyF encryption;KeyF-Kodierung.;;;;;
DCR;REST;NoSecuritySupport.authenticationlevel.0;No authentication;Keine Authentifizierung.;;;;;
DCR;REST;AnsiC12SecuritySupport.encryptionlevel.0;No encryption;Keine Kodierung.;;;;;
DCR;REST;AnsiC12SecuritySupport.encryptionlevel.1;Clear text with authentication;Klartext mit Authentifizierung.;;;;;
DCR;REST;AnsiC12SecuritySupport.encryptionlevel.2;Message encryption and authentication;Nachrichtenverschl?lung und Authentifizierung.;;;;;
DCR;REST;WavenisSecuritySupport.encryptionlevel.0;Standard Wavenis encryption;Standard-Wavenis-Kodierung.;;;;;
DCR;REST;datalogger.slave.at.least.one.datasource;You must define at least one channel configuration or register configuration before you can activate a datalogger slave device configuration;Sie m?n mindestens eine Kanal- oder Verzeichniskonfiguration definieren, bevor Sie eine Daten-Logger-Slave-Ger?konfiguration aktivieren k?n;;;;;
